Id,SalePrice,LotArea,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinType2,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition
327,324000,10846,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,CompShg,BrkFace,BrkFace,0,Gd,TA,PConc,Unf,1719,2,0,1,1,1,Gd,Typ,2,Gd,Attchd,473,TA,Y,5,2008,Con,Normal
328,145250,11600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,CompShg,Wd Sdng,Wd Sdng,175,TA,TA,CBlock,Unf,1383,0,0,1,1,3,TA,Typ,0,,Attchd,292,TA,Y,4,2006,WD,Normal
329,214500,11888,AllPub,Inside,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,CompShg,Wd Sdng,Wd Shng,0,TA,TA,BrkTil,Unf,2134,0,0,2,0,5,Gd,Typ,0,,Detchd,441,TA,Y,7,2009,WD,Normal
330,78000,6402,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,CompShg,Wd Sdng,Wd Shng,0,TA,TA,PConc,Unf,1192,0,0,1,0,3,TA,Typ,0,,Detchd,189,Fa,N,7,2009,WD,Normal
331,119000,10624,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,CompShg,HdBoard,HdBoard,84,TA,TA,CBlock,Rec,1728,0,1,2,0,6,TA,Typ,0,,Detchd,352,TA,Y,11,2007,WD,Normal
332,139000,8176,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Unf,1056,1,0,1,0,3,TA,Typ,0,,Attchd,308,TA,Y,8,2007,WD,Normal
333,284000,10655,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,CompShg,VinylSd,VinylSd,296,Gd,TA,PConc,,1629,1,0,2,0,3,Gd,Typ,1,Gd,Attchd,880,TA,Y,10,2009,WD,Normal
334,207000,8198,AllPub,FR3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,146,Gd,TA,PConc,Unf,1358,1,0,2,0,2,Gd,Typ,1,Gd,Attchd,484,TA,Y,7,2008,WD,Normal
335,192000,9042,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Unf,1638,1,0,2,1,3,TA,Typ,2,TA,Attchd,472,TA,Y,7,2008,WD,Normal
336,228950,164660,AllPub,Corner,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,CompShg,Plywood,Plywood,0,TA,TA,CBlock,BLQ,1786,2,0,2,0,3,TA,Typ,2,Gd,Attchd,529,TA,Y,8,2008,WD,Normal
337,377426,14157,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,CompShg,VinylSd,VinylSd,200,Gd,TA,PConc,Unf,1922,1,0,2,0,3,Gd,Typ,1,Gd,Attchd,676,TA,Y,7,2007,WD,Normal
338,214000,9135,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,CompShg,VinylSd,VinylSd,113,Gd,TA,PConc,Unf,1536,1,0,2,0,3,Gd,Typ,0,,Attchd,532,TA,Y,12,2008,WD,Normal
339,202500,14145,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,CBlock,Unf,1621,1,0,2,0,3,Gd,Typ,0,,Attchd,440,TA,Y,5,2006,WD,Normal
340,155000,12400,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,CompShg,Wd Sdng,Wd Sdng,176,TA,TA,CBlock,Unf,1215,0,0,1,0,3,TA,Typ,0,,Attchd,297,TA,Y,6,2009,WD,Normal
341,202900,14191,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1908,0,0,2,1,4,Gd,Typ,0,,Attchd,431,TA,Y,4,2010,WD,Normal
342,82000,8400,AllPub,Inside,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,CompShg,Wd Sdng,AsbShng,0,Fa,Fa,CBlock,Unf,841,0,0,1,0,2,TA,Typ,0,,CarPort,294,TA,N,9,2009,WD,Normal
343,87500,8544,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,CompShg,Stucco,Stucco,340,TA,TA,Slab,,1040,0,0,2,0,2,TA,Typ,0,,Detchd,400,TA,Y,5,2006,WD,Normal
344,266000,8849,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,CompShg,MetalSd,MetalSd,616,Ex,TA,PConc,Unf,1684,0,0,2,0,2,Ex,Typ,1,Ex,Attchd,564,TA,Y,7,2008,WD,Normal
345,85000,2592,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,CompShg,CemntBd,CmentBd,0,TA,TA,CBlock,BLQ,1112,0,0,1,1,3,TA,Typ,0,,Attchd,336,TA,Y,4,2010,WD,Normal
346,140200,6435,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,Unf,1577,0,0,1,0,3,Fa,Typ,1,Gd,Detchd,312,TA,Y,10,2006,WD,Normal
347,151500,12772,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,Unf,958,0,0,1,0,2,TA,Typ,0,,Attchd,301,TA,Y,4,2007,WD,Normal
348,157500,17600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,CompShg,Wd Sdng,Wd Sdng,30,TA,TA,CBlock,Unf,1478,1,0,2,0,3,TA,Typ,2,Gd,Attchd,498,TA,Y,12,2009,WD,Normal
349,154000,2448,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,CompShg,VinylSd,Wd Shng,106,Gd,TA,PConc,Unf,1626,1,0,2,1,2,Gd,Typ,0,,BuiltIn,474,TA,Y,10,2008,WD,Normal
350,437154,20431,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,CompShg,CemntBd,CmentBd,870,Ex,TA,PConc,Unf,2728,1,0,2,1,4,Ex,Typ,2,Ex,Attchd,706,TA,Y,4,2006,New,Partial
351,318061,7820,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,CompShg,MetalSd,MetalSd,362,Ex,TA,PConc,Unf,1869,0,0,2,0,2,Ex,Typ,1,Gd,Attchd,617,TA,Y,12,2007,New,Partial
352,190000,5271,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,Unf,1453,1,0,1,1,2,Gd,Typ,1,TA,Attchd,445,TA,Y,12,2006,WD,Abnorml
353,95000,9084,AllPub,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Rec,1111,0,1,1,0,3,TA,Typ,0,,Detchd,200,Fa,Y,3,2008,ConLw,Normal
354,105900,8520,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,CompShg,VinylSd,VinylSd,0,TA,Gd,BrkTil,Unf,720,0,0,1,0,2,TA,Typ,0,,Detchd,484,TA,Y,5,2010,WD,Normal
355,140000,8400,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,CompShg,Wd Sdng,MetalSd,0,TA,TA,CBlock,Unf,1595,0,0,1,0,2,TA,Typ,2,Gd,Attchd,240,TA,Y,6,2006,WD,Normal
356,177500,11249,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,CompShg,VinylSd,VinylSd,0,Gd,Gd,PConc,BLQ,1200,1,0,2,0,3,Gd,Typ,0,,Attchd,521,TA,Y,8,2007,WD,Normal
357,173000,9248,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,CompShg,HdBoard,HdBoard,106,TA,TA,PConc,Unf,1167,1,0,2,0,3,Gd,Typ,0,,Attchd,400,TA,Y,7,2009,WD,Normal
358,134000,4224,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,CompShg,CemntBd,CmentBd,0,TA,TA,PConc,Unf,1142,1,0,1,1,3,TA,Typ,1,Po,Attchd,528,TA,Y,8,2007,WD,Normal
359,130000,6930,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,CompShg,Wd Sdng,ImStucc,120,TA,TA,CBlock,Rec,1352,0,1,1,0,3,Gd,Min2,0,,BuiltIn,288,TA,Y,7,2006,WD,Abnorml
360,280000,12011,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,CompShg,VinylSd,VinylSd,530,Gd,TA,PConc,Unf,1924,1,0,2,1,3,Gd,Typ,1,TA,Attchd,592,TA,Y,6,2006,WD,Normal
361,156000,7540,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Unf,912,1,0,1,0,2,TA,Typ,1,TA,Attchd,470,TA,Y,6,2007,WD,Normal
362,145000,9144,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Unf,1505,1,0,1,0,3,TA,Typ,0,,Detchd,240,TA,N,7,2008,WD,Normal
363,198500,7301,AllPub,Corner,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,CompShg,HdBoard,HdBoard,500,Gd,TA,Slab,,1922,0,0,3,0,4,Gd,Typ,1,Ex,BuiltIn,672,TA,Y,7,2009,ConLD,Normal
364,118000,1680,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,CompShg,HdBoard,HdBoard,510,TA,TA,CBlock,Unf,987,0,0,1,1,2,Gd,Typ,0,,Detchd,264,TA,Y,5,2009,WD,Normal
365,190000,18800,AllPub,FR2,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,CompShg,HdBoard,HdBoard,120,TA,TA,PConc,Unf,1574,1,0,2,1,3,TA,Typ,1,TA,Attchd,566,TA,Y,7,2006,WD,Normal
366,147000,10690,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,CompShg,VinylSd,VinylSd,0,TA,Gd,CBlock,Unf,1344,0,0,1,0,3,TA,Typ,0,,Detchd,468,Fa,Y,7,2009,WD,Normal
367,159000,9500,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,CompShg,Plywood,Plywood,247,TA,TA,CBlock,Unf,1394,1,0,1,1,3,TA,Typ,2,Gd,Attchd,514,TA,Y,7,2009,WD,Normal
368,165000,9150,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Tar&Grv,Plywood,Plywood,305,TA,TA,CBlock,Unf,1431,0,1,1,0,3,TA,Typ,1,Gd,Basment,296,TA,Y,12,2008,WD,Normal
369,132000,7800,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,CompShg,HdBoard,HdBoard,200,TA,TA,PConc,Unf,1268,0,0,1,0,2,TA,Typ,1,Gd,Attchd,244,TA,Y,3,2010,WD,Normal
370,162000,9830,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,CompShg,Wd Sdng,Wd Sdng,0,TA,Gd,CBlock,Rec,1287,1,0,1,0,3,Gd,Typ,1,Gd,Detchd,576,TA,Y,3,2010,WD,Normal
371,172400,8121,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Unf,1664,0,0,2,1,3,TA,Typ,1,TA,Attchd,460,TA,Y,1,2006,WD,Normal
372,134432,17120,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,CompShg,WdShing,Plywood,0,TA,TA,CBlock,,1588,0,0,2,0,4,TA,Min2,1,Gd,Detchd,680,TA,N,7,2008,WD,Normal
373,125000,7175,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,CompShg,Plywood,Plywood,0,TA,TA,CBlock,LwQ,752,1,0,1,0,2,TA,Typ,0,,Attchd,264,TA,Y,2,2010,WD,Normal
374,123000,10634,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,LwQ,1319,1,0,1,0,3,TA,Min2,0,,Attchd,270,TA,Y,11,2009,WD,Normal
375,219500,8200,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1928,0,0,2,1,4,Gd,Typ,1,Gd,BuiltIn,434,TA,Y,7,2007,WD,Normal
376,61000,10020,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,CompShg,Wd Sdng,Wd Sdng,0,Fa,Fa,BrkTil,Unf,904,1,0,0,1,1,Fa,Maj1,0,,,0,,Y,3,2009,WD,Normal
377,148000,8846,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,914,0,0,1,0,2,TA,Typ,0,,Detchd,576,TA,Y,7,2006,WD,Normal
378,340000,11143,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,CompShg,CemntBd,CmentBd,0,Gd,TA,PConc,Unf,2466,0,0,3,0,4,Gd,Typ,1,Gd,Attchd,610,TA,Y,12,2007,WD,Normal
379,394432,11394,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,CompShg,VinylSd,VinylSd,350,Gd,TA,PConc,Unf,1856,1,0,1,1,1,Ex,Typ,1,Ex,Attchd,834,TA,Y,6,2010,New,Partial
380,179000,8123,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,CompShg,VinylSd,VinylSd,16,TA,TA,PConc,Unf,1800,0,0,2,1,3,TA,Typ,1,TA,Attchd,463,TA,Y,6,2009,WD,Normal
381,127000,5000,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,CompShg,BrkFace,Wd Sdng,0,TA,TA,BrkTil,Unf,1691,0,0,2,0,3,Gd,Typ,1,Gd,Detchd,308,TA,Y,5,2010,WD,Normal
382,187750,7200,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1301,1,0,2,0,2,Gd,Typ,1,Gd,Attchd,572,TA,Y,8,2006,New,Partial
383,213500,9245,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1797,0,0,2,1,3,Gd,Typ,0,,Attchd,639,TA,Y,4,2007,WD,Normal
384,76000,9000,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Unf,784,0,0,1,0,2,TA,Typ,0,,Detchd,360,Fa,N,10,2009,WD,Normal
385,240000,53107,AllPub,Corner,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,CompShg,HdBoard,HdBoard,0,Gd,TA,PConc,Unf,1953,1,0,2,1,3,Gd,Typ,2,Fa,Attchd,501,TA,Y,6,2007,WD,Normal
386,192000,3182,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,CompShg,VinylSd,VinylSd,16,Gd,TA,PConc,Unf,1269,0,0,2,0,2,Gd,Typ,1,TA,Attchd,430,TA,Y,4,2010,WD,Normal
387,81000,8410,AllPub,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,CompShg,Wd Sdng,VinylSd,0,TA,Fa,PConc,Unf,1184,0,0,1,0,5,TA,Typ,0,,,0,,N,5,2006,WD,AdjLand
388,125000,7200,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,CompShg,MetalSd,MetalSd,255,TA,TA,CBlock,Unf,1125,1,0,1,0,3,TA,Typ,1,Fa,Detchd,352,TA,Y,10,2009,WD,Abnorml
389,191000,9382,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,CompShg,VinylSd,VinylSd,125,Gd,TA,PConc,Unf,1479,0,0,2,0,3,Gd,Typ,0,,Attchd,577,TA,Y,7,2008,WD,Normal
390,426000,12474,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,CompShg,VinylSd,VinylSd,272,Ex,TA,PConc,Unf,2332,1,0,2,1,3,Ex,Typ,1,Ex,BuiltIn,846,TA,Y,8,2008,New,Partial
391,119000,8405,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,BLQ,1367,1,0,1,0,4,TA,Typ,0,,Detchd,384,TA,Y,4,2008,WD,Normal
392,215000,12209,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Unf,1961,1,0,2,1,3,Gd,Typ,1,TA,BuiltIn,560,TA,Y,6,2009,WD,Normal
393,106500,8339,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,CompShg,MetalSd,MetalSd,0,TA,TA,Slab,,882,0,0,1,0,3,TA,Typ,0,,Attchd,294,TA,Y,7,2007,WD,Normal
394,100000,7446,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,CompShg,WdShing,Wd Shng,0,TA,TA,CBlock,Unf,788,0,0,1,0,2,TA,Typ,2,TA,,0,,Y,4,2006,WD,Abnorml
395,109000,10134,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Unf,1034,0,0,1,0,2,TA,Typ,0,,Detchd,240,TA,Y,7,2007,WD,Normal
396,129000,9571,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Unf,1144,1,0,1,0,3,TA,Typ,0,,Attchd,596,TA,Y,6,2010,WD,Normal
397,123000,7200,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Unf,894,0,0,1,0,2,TA,Typ,0,,Detchd,600,TA,Y,9,2009,WD,Normal
398,169500,7590,AllPub,Inside,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,CompShg,VinylSd,VinylSd,288,TA,TA,CBlock,Unf,1812,0,0,2,0,4,TA,Typ,1,TA,Attchd,264,TA,Y,7,2007,WD,Normal
399,67000,8967,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,CompShg,MetalSd,MetalSd,0,TA,Fa,BrkTil,Unf,1077,0,0,1,0,2,TA,Maj2,0,,Detchd,338,Po,N,11,2007,WD,Abnorml
400,241000,8125,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,CompShg,CemntBd,CmentBd,100,Gd,TA,PConc,Unf,1550,1,0,2,0,2,Gd,Typ,0,,Attchd,438,TA,Y,10,2009,WD,Normal
401,245500,14963,AllPub,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,CompShg,BrkFace,BrkFace,0,Gd,TA,PConc,Unf,1288,1,0,1,1,1,Ex,Typ,2,Gd,Attchd,500,TA,Y,12,2008,WD,Normal
402,164990,8767,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1310,0,0,2,0,3,Gd,Typ,1,Gd,Attchd,400,TA,Y,7,2006,New,Partial
403,108000,10200,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,Unf,672,0,0,1,0,2,TA,Typ,0,,Detchd,240,TA,N,8,2008,WD,Normal
404,258000,12090,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,CompShg,VinylSd,VinylSd,650,Gd,TA,PConc,Unf,2263,0,0,2,1,4,Gd,Typ,1,TA,BuiltIn,420,TA,Y,7,2006,WD,Abnorml
405,168000,10364,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,Unf,1572,0,0,2,1,3,TA,Typ,1,TA,BuiltIn,373,TA,Y,5,2007,WD,Normal
406,150000,9991,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Unf,1620,1,0,2,0,3,TA,Min1,1,TA,Attchd,490,TA,Y,6,2009,WD,Normal
407,115000,10480,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,Unf,1639,0,0,1,0,3,TA,Maj2,0,,Detchd,240,TA,Y,3,2008,WD,Normal
408,177000,15576,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,CompShg,Wd Sdng,Plywood,0,TA,TA,BrkTil,Unf,1680,0,0,2,0,4,TA,Typ,0,,Attchd,308,TA,Y,3,2008,WD,Normal
409,280000,14154,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,350,Gd,TA,PConc,Unf,2172,0,0,2,1,3,Gd,Typ,1,Gd,Attchd,947,TA,Y,8,2007,New,Partial
410,339750,10800,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,CompShg,VinylSd,VinylSd,100,Gd,TA,PConc,Unf,2078,1,0,2,1,3,Ex,Typ,1,Gd,Attchd,836,TA,Y,4,2008,New,Partial
411,60000,9571,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,CompShg,BrkComm,Brk Cmn,0,TA,Fa,CBlock,Unf,1276,0,0,1,0,3,TA,Mod,0,,Attchd,350,TA,Y,6,2009,COD,Abnorml
412,145000,34650,AllPub,Inside,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Unf,1056,1,0,1,0,3,TA,Typ,0,,Attchd,572,TA,Y,1,2006,WD,Normal
413,222000,4403,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,CompShg,MetalSd,MetalSd,432,Ex,TA,PConc,Unf,1478,1,0,2,1,2,Gd,Typ,1,Gd,Attchd,484,TA,Y,6,2010,New,Partial
414,115000,8960,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,CompShg,WdShing,Wd Shng,0,TA,TA,CBlock,Unf,1028,0,0,1,0,2,TA,Typ,1,Gd,Detchd,360,TA,Y,3,2010,WD,Normal
415,228000,11228,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,GLQ,2097,0,1,2,1,3,Gd,Typ,1,TA,Attchd,678,TA,Y,12,2008,WD,Normal
416,181134,8899,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Unf,1340,0,0,2,0,3,Gd,Typ,0,,Attchd,396,TA,Y,8,2007,New,Partial
417,149500,7844,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,CompShg,HdBoard,HdBoard,203,TA,TA,CBlock,Unf,1400,0,0,1,1,3,TA,Typ,1,TA,Attchd,440,TA,Y,3,2006,WD,Normal
418,239000,22420,AllPub,Inside,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,CompShg,Wd Sdng,Stucco,0,TA,TA,BrkTil,Unf,2624,1,0,2,1,4,TA,Typ,1,Gd,Detchd,864,TA,N,11,2007,WD,Normal
419,126000,8160,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,Unf,1134,1,0,1,1,3,TA,Typ,0,,Detchd,240,TA,P,4,2007,WD,AdjLand
420,142000,8450,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Unf,1056,1,0,1,0,3,TA,Typ,1,Fa,Attchd,304,TA,Y,7,2010,WD,Normal
421,206300,7060,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,CompShg,VinylSd,VinylSd,200,TA,Gd,PConc,Unf,1344,2,0,2,0,2,TA,Typ,0,,Attchd,784,TA,Y,11,2008,WD,Alloca
422,215000,16635,AllPub,FR2,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,CompShg,CemntBd,CmentBd,126,Gd,TA,CBlock,Unf,1602,0,1,2,0,3,Gd,Typ,1,TA,Attchd,529,TA,Y,6,2009,WD,Normal
423,113000,21750,AllPub,Inside,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Unf,988,0,0,1,0,2,TA,Typ,0,,Attchd,520,TA,N,2,2008,WD,Normal
424,315000,9200,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,CompShg,VinylSd,VinylSd,473,Gd,TA,PConc,Unf,2630,1,0,2,1,4,Gd,Typ,1,TA,Attchd,696,TA,Y,6,2008,WD,Normal
425,139000,9000,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,CompShg,Wd Sdng,Wd Sdng,74,TA,TA,CBlock,Unf,1196,1,0,1,0,2,TA,Typ,1,Gd,Attchd,297,TA,Y,5,2008,WD,Normal
426,135000,3378,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,Unf,1389,0,0,1,1,3,TA,Typ,2,Gd,Detchd,240,TA,P,9,2009,WD,Normal
427,275000,12800,AllPub,Inside,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,CompShg,Wd Sdng,Wd Sdng,145,Gd,TA,PConc,Unf,1644,1,1,2,0,2,Gd,Typ,1,TA,Attchd,569,TA,Y,8,2009,WD,Normal
