Id,LotArea,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinType2,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
253,8366,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1640,0,0,2,1,3,Gd,Typ,0,,Attchd,520,TA,Y,12,2008,WD,Normal,173000
254,9350,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,CompShg,HdBoard,HdBoard,108.0,TA,TA,CBlock,ALQ,1302,0,1,2,0,3,Gd,Min1,0,,Attchd,309,TA,Y,10,2007,CWD,Normal,158000
255,8400,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,Unf,1314,1,0,1,0,3,TA,Typ,0,,Attchd,294,TA,Y,6,2010,WD,Normal,145000
256,8738,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,CompShg,VinylSd,VinylSd,302.0,Gd,TA,PConc,Unf,2291,0,0,2,1,4,Gd,Typ,1,TA,BuiltIn,429,TA,Y,2,2006,WD,Normal,230000
257,8791,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1728,0,0,2,1,3,Gd,Typ,0,,Attchd,673,TA,Y,5,2008,WD,Normal,207500
258,8814,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,180.0,Gd,TA,PConc,Unf,1604,1,0,2,1,3,Gd,Typ,1,Gd,Attchd,660,TA,Y,3,2009,WD,Abnorml,220000
259,12435,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,CompShg,VinylSd,VinylSd,172.0,Gd,TA,PConc,Unf,1792,0,0,2,1,3,Gd,Typ,1,TA,Attchd,564,TA,Y,5,2008,WD,Normal,231500
260,12702,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,CompShg,BrkFace,BrkFace,0.0,TA,TA,PConc,,882,0,0,1,0,2,TA,Typ,0,,Detchd,308,TA,Y,12,2008,WD,Normal,97000
261,19296,AllPub,Corner,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,CompShg,Wd Sdng,Wd Sdng,399.0,TA,TA,CBlock,ALQ,1382,1,0,1,0,3,TA,Typ,1,TA,Attchd,884,TA,Y,5,2009,WD,Normal,176000
262,9588,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,CompShg,CemntBd,CmentBd,270.0,Gd,TA,PConc,Unf,2574,0,0,2,1,3,Ex,Typ,1,Gd,BuiltIn,868,TA,Y,11,2007,New,Partial,276000
263,8471,AllPub,Corner,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,CompShg,HdBoard,Plywood,46.0,TA,TA,CBlock,Unf,1212,1,0,1,0,3,TA,Typ,1,TA,Attchd,492,TA,Y,7,2006,WD,Normal,151000
264,5500,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,ALQ,1316,1,0,1,0,3,TA,Typ,0,,Detchd,484,TA,Y,4,2010,WD,Normal,130000
265,5232,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,764,0,0,1,0,2,TA,Typ,0,,Detchd,504,TA,N,6,2008,WD,Normal,73000
266,12090,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,CompShg,MetalSd,MetalSd,210.0,TA,Gd,CBlock,LwQ,1422,0,0,2,0,3,Gd,Typ,1,TA,Attchd,576,TA,Y,6,2008,WD,Normal,175500
267,11207,AllPub,FR2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1511,1,0,2,1,3,TA,Typ,1,TA,Attchd,413,TA,Y,6,2006,WD,Normal,185000
268,8400,AllPub,Inside,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Unf,2192,0,0,2,1,4,Gd,Typ,1,Gd,Detchd,240,TA,Y,7,2008,WD,Normal,179500
269,6900,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Rec,778,0,0,1,0,2,TA,Typ,1,Gd,Detchd,924,Ex,Y,2,2008,WD,Normal,120500
270,7917,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,CompShg,HdBoard,HdBoard,174.0,TA,Gd,CBlock,Unf,1113,1,0,1,1,3,TA,Typ,1,Fa,Attchd,504,Gd,Y,5,2007,WD,Normal,148000
271,10728,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1939,0,0,2,1,3,Gd,Typ,1,Gd,Attchd,1053,TA,Y,8,2006,New,Partial,266000
272,39104,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Membran,Plywood,Plywood,0.0,TA,TA,CBlock,GLQ,1363,1,0,1,0,2,TA,Mod,2,TA,Attchd,439,TA,Y,4,2008,WD,Normal,241500
273,11764,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,CompShg,VinylSd,VinylSd,348.0,Gd,TA,PConc,Unf,2270,0,0,2,1,4,Gd,Typ,1,Gd,Attchd,671,TA,Y,4,2010,WD,Normal,290000
274,9600,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,CompShg,Wd Sdng,Wd Sdng,183.0,TA,TA,CBlock,LwQ,1632,1,0,2,0,3,TA,Min1,1,Gd,Attchd,338,TA,Y,4,2009,WD,Normal,139000
275,8314,AllPub,Corner,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,CompShg,HdBoard,ImStucc,0.0,TA,TA,CBlock,Unf,816,0,0,1,0,2,TA,Typ,0,,Attchd,264,TA,Y,6,2007,WD,Normal,124500
276,7264,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,Unf,1548,0,0,2,1,3,Ex,Typ,0,,Detchd,672,TA,Y,10,2009,WD,Normal,205000
277,9196,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1560,0,0,2,0,3,Gd,Typ,0,,Attchd,573,TA,Y,4,2010,WD,Normal,201000
278,19138,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Unf,864,0,0,1,0,2,TA,Typ,0,,Detchd,400,TA,Y,6,2010,WD,Normal,141000
279,14450,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,CompShg,CemntBd,CmentBd,315.0,Ex,TA,PConc,Unf,2121,0,0,2,1,3,Ex,Typ,1,Ex,Attchd,732,TA,Y,5,2007,New,Partial,415298
280,10005,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,CompShg,Plywood,Plywood,299.0,TA,TA,CBlock,Unf,2022,0,0,2,1,4,TA,Typ,1,TA,Attchd,505,TA,Y,3,2008,WD,Normal,192000
281,11287,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,CompShg,Plywood,Plywood,340.0,Gd,TA,CBlock,Unf,1982,0,0,2,1,3,Gd,Typ,1,TA,Attchd,575,TA,Y,1,2007,WD,Normal,228500
282,7200,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,CompShg,VinylSd,VinylSd,68.0,Gd,TA,PConc,Unf,1262,0,0,2,0,2,Gd,Typ,0,,Attchd,572,TA,Y,5,2006,New,Partial,185000
283,5063,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,CompShg,VinylSd,VinylSd,166.0,Gd,TA,PConc,Unf,1314,1,0,2,0,2,Gd,Typ,1,Gd,Attchd,626,TA,Y,4,2009,ConLw,Normal,207500
284,9612,AllPub,Inside,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,CompShg,VinylSd,VinylSd,72.0,Gd,TA,PConc,Unf,1468,0,0,2,0,3,Gd,Typ,1,Gd,Attchd,898,TA,Y,12,2009,New,Partial,244600
285,8012,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,CompShg,Plywood,ImStucc,0.0,Gd,TA,PConc,Unf,1575,1,0,2,0,2,Gd,Typ,0,,Attchd,529,TA,Y,7,2007,WD,Normal,179200
286,4251,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Unf,1250,0,0,2,1,2,Gd,Typ,0,,Detchd,528,TA,Y,6,2007,New,Partial,164700
287,9786,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Unf,1734,0,0,1,1,3,Gd,Typ,1,Gd,Attchd,440,TA,Y,6,2006,WD,Normal,159000
288,8125,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Unf,858,0,0,1,0,3,TA,Typ,0,,,0,,Y,6,2006,WD,Normal,88000
289,9819,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,CompShg,MetalSd,MetalSd,31.0,TA,Gd,CBlock,Unf,900,0,0,1,0,3,TA,Typ,0,,Detchd,280,TA,Y,2,2010,WD,Normal,122000
290,8730,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,1396,0,0,1,0,3,TA,Typ,0,,Detchd,384,TA,Y,7,2007,WD,Normal,153575
291,15611,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1919,0,0,2,1,3,Gd,Typ,1,Gd,Attchd,685,TA,Y,7,2006,New,Partial,233230
292,5687,AllPub,Inside,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,CompShg,VinylSd,VinylSd,0.0,TA,Fa,PConc,Unf,1716,1,0,2,0,6,Fa,Typ,0,,,0,,N,3,2008,WD,Normal,135900
293,11409,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Unf,1716,0,0,1,1,3,TA,Min2,1,Gd,Attchd,281,TA,Y,1,2009,WD,Normal,131000
294,16659,AllPub,Corner,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,CompShg,Plywood,Plywood,34.0,TA,TA,CBlock,Unf,2263,1,0,2,1,3,Gd,Typ,1,TA,Attchd,539,TA,Y,3,2006,WD,Normal,235000
295,9600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,CompShg,HdBoard,HdBoard,238.0,TA,TA,CBlock,Unf,1644,1,0,1,0,3,TA,Typ,2,Gd,Attchd,418,TA,Y,10,2009,WD,Normal,167000
296,7937,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Unf,1003,1,0,1,0,3,TA,Typ,0,,Detchd,588,TA,Y,3,2006,WD,Normal,142500
297,13710,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Unf,1558,0,0,1,1,4,TA,Typ,0,,Attchd,282,TA,Y,6,2007,WD,Normal,152000
298,7399,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,CompShg,VinylSd,VinylSd,1600.0,Gd,TA,PConc,Unf,1950,0,0,2,1,3,Gd,Typ,1,TA,Detchd,576,TA,Y,6,2007,WD,Normal,239000
299,11700,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,CompShg,HdBoard,AsphShn,365.0,Gd,TA,CBlock,Rec,1743,0,1,1,2,3,TA,Typ,1,Gd,Attchd,539,TA,Y,6,2007,WD,Normal,175000
300,14000,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,Unf,1152,0,1,1,0,3,Gd,Typ,1,Gd,Attchd,300,TA,Y,8,2009,WD,Family,158500
301,15750,AllPub,Corner,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,CompShg,MetalSd,MetalSd,56.0,TA,TA,CBlock,Unf,1336,1,0,1,0,2,TA,Typ,2,Gd,Attchd,375,TA,Y,6,2006,WD,Normal,157000
302,16226,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,2452,0,0,2,1,4,Gd,Typ,1,TA,BuiltIn,683,TA,Y,5,2007,WD,Normal,267000
303,13704,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,CompShg,VinylSd,VinylSd,150.0,Gd,TA,PConc,Unf,1541,0,0,2,0,3,Gd,Typ,1,TA,Attchd,843,TA,Y,1,2006,WD,Normal,205000
304,9800,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,894,1,0,1,0,3,TA,Typ,0,,Attchd,552,TA,Y,7,2006,WD,Abnorml,149900
305,18386,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,CompShg,CemntBd,CmentBd,0.0,TA,TA,BrkTil,Unf,3493,0,0,3,0,3,Gd,Typ,1,Ex,Attchd,870,TA,Y,5,2008,WD,Normal,295000
306,10386,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,CompShg,CemntBd,CmentBd,246.0,Gd,TA,PConc,Unf,2000,1,0,2,0,3,Gd,Typ,0,,Attchd,888,TA,Y,7,2007,WD,Normal,305900
307,13474,AllPub,Inside,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,CompShg,HdBoard,Plywood,246.0,Gd,TA,CBlock,Unf,2243,1,0,2,1,4,Gd,Typ,1,TA,Attchd,746,TA,Y,6,2007,WD,Normal,225000
308,7920,AllPub,Inside,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,CompShg,MetalSd,MetalSd,0.0,TA,Fa,CBlock,Unf,1406,0,0,1,0,3,Fa,Typ,0,,,0,,N,3,2008,WD,Normal,89500
309,12342,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Unf,861,0,0,1,0,1,TA,Typ,0,,Detchd,539,TA,Y,3,2009,WD,Normal,82500
310,12378,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1944,1,0,2,0,3,Ex,Typ,3,Ex,Attchd,708,TA,Y,11,2006,WD,Normal,360000
311,7685,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,CompShg,HdBoard,HdBoard,112.0,TA,TA,PConc,Unf,1501,0,0,2,1,3,Gd,Typ,1,TA,Attchd,420,TA,Y,5,2006,WD,Normal,165600
312,8000,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,Unf,972,1,0,1,0,2,TA,Typ,1,Gd,Detchd,240,TA,Y,5,2009,WD,Normal,132000
313,7800,AllPub,Inside,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Unf,1118,1,0,1,0,3,TA,Typ,1,Gd,Detchd,410,TA,Y,5,2006,WD,Normal,119900
314,215245,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,Rec,2036,2,0,2,0,3,TA,Typ,2,Gd,Attchd,513,TA,Y,6,2009,WD,Normal,375000
315,9600,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,1641,0,1,1,1,3,Ex,Typ,1,Gd,Detchd,546,TA,Y,8,2006,WD,Normal,178000
316,7795,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1432,1,0,2,1,3,Gd,Typ,1,Gd,Attchd,432,TA,Y,7,2009,WD,Normal,188500
317,13005,AllPub,Corner,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,CompShg,CemntBd,CmentBd,278.0,Gd,TA,CBlock,Unf,2353,1,0,2,1,4,Ex,Typ,1,TA,Attchd,484,TA,Y,8,2009,WD,Normal,260000
318,9000,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1959,0,0,2,1,3,Gd,Typ,1,Gd,Attchd,1025,TA,Y,12,2007,WD,Normal,270000
319,9900,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,CompShg,HdBoard,HdBoard,256.0,Gd,TA,PConc,Unf,2646,1,0,2,1,4,Gd,Typ,1,TA,Attchd,656,TA,Y,4,2009,WD,Normal,260000
320,14115,AllPub,Inside,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,CompShg,Plywood,Plywood,225.0,TA,TA,CBlock,Unf,1472,1,0,2,0,3,TA,Typ,2,TA,Attchd,588,TA,Y,6,2009,WD,Normal,187500
321,16259,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,CompShg,VinylSd,VinylSd,370.0,TA,TA,PConc,Unf,2596,0,0,3,1,4,Gd,Typ,0,,Attchd,840,TA,Y,9,2006,New,Partial,342643
322,12099,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,CompShg,VinylSd,VinylSd,388.0,Gd,TA,PConc,Unf,2468,1,0,2,1,4,Gd,Typ,1,Gd,BuiltIn,872,TA,Y,6,2007,WD,Normal,354000
323,10380,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,CompShg,Plywood,Plywood,172.0,Gd,TA,CBlock,ALQ,2730,1,0,2,1,4,Gd,Typ,1,TA,Attchd,576,TA,Y,8,2007,WD,Normal,301000
324,5820,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,Unf,1163,1,0,1,0,3,TA,Typ,0,,Attchd,220,TA,Y,7,2006,WD,Normal,126175
325,11275,AllPub,Corner,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,WdShake,Wd Sdng,Wd Sdng,300.0,Gd,Gd,CBlock,Unf,2978,0,0,2,1,5,Gd,Typ,1,Gd,BuiltIn,564,TA,Y,6,2010,WD,Normal,242000
326,5000,AllPub,Inside,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Unf,803,0,0,1,0,2,TA,Typ,0,,Detchd,360,TA,Y,12,2007,WD,Normal,87000
327,10846,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,CompShg,BrkFace,BrkFace,0.0,Gd,TA,PConc,Unf,1719,2,0,1,1,1,Gd,Typ,2,Gd,Attchd,473,TA,Y,5,2008,Con,Normal,324000
328,11600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,CompShg,Wd Sdng,Wd Sdng,175.0,TA,TA,CBlock,Unf,1383,0,0,1,1,3,TA,Typ,0,,Attchd,292,TA,Y,4,2006,WD,Normal,145250
329,11888,AllPub,Inside,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,Unf,2134,0,0,2,0,5,Gd,Typ,0,,Detchd,441,TA,Y,7,2009,WD,Normal,214500
330,6402,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,Unf,1192,0,0,1,0,3,TA,Typ,0,,Detchd,189,Fa,N,7,2009,WD,Normal,78000
331,10624,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,CompShg,HdBoard,HdBoard,84.0,TA,TA,CBlock,Rec,1728,0,1,2,0,6,TA,Typ,0,,Detchd,352,TA,Y,11,2007,WD,Normal,119000
332,8176,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Unf,1056,1,0,1,0,3,TA,Typ,0,,Attchd,308,TA,Y,8,2007,WD,Normal,139000
333,10655,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,CompShg,VinylSd,VinylSd,296.0,Gd,TA,PConc,,1629,1,0,2,0,3,Gd,Typ,1,Gd,Attchd,880,TA,Y,10,2009,WD,Normal,284000
334,8198,AllPub,FR3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,146.0,Gd,TA,PConc,Unf,1358,1,0,2,0,2,Gd,Typ,1,Gd,Attchd,484,TA,Y,7,2008,WD,Normal,207000
335,9042,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1638,1,0,2,1,3,TA,Typ,2,TA,Attchd,472,TA,Y,7,2008,WD,Normal,192000
336,164660,AllPub,Corner,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,BLQ,1786,2,0,2,0,3,TA,Typ,2,Gd,Attchd,529,TA,Y,8,2008,WD,Normal,228950
337,14157,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,CompShg,VinylSd,VinylSd,200.0,Gd,TA,PConc,Unf,1922,1,0,2,0,3,Gd,Typ,1,Gd,Attchd,676,TA,Y,7,2007,WD,Normal,377426
338,9135,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,CompShg,VinylSd,VinylSd,113.0,Gd,TA,PConc,Unf,1536,1,0,2,0,3,Gd,Typ,0,,Attchd,532,TA,Y,12,2008,WD,Normal,214000
339,14145,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,Unf,1621,1,0,2,0,3,Gd,Typ,0,,Attchd,440,TA,Y,5,2006,WD,Normal,202500
340,12400,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,CompShg,Wd Sdng,Wd Sdng,176.0,TA,TA,CBlock,Unf,1215,0,0,1,0,3,TA,Typ,0,,Attchd,297,TA,Y,6,2009,WD,Normal,155000
341,14191,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1908,0,0,2,1,4,Gd,Typ,0,,Attchd,431,TA,Y,4,2010,WD,Normal,202900
342,8400,AllPub,Inside,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,CompShg,Wd Sdng,AsbShng,0.0,Fa,Fa,CBlock,Unf,841,0,0,1,0,2,TA,Typ,0,,CarPort,294,TA,N,9,2009,WD,Normal,82000
343,8544,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,CompShg,Stucco,Stucco,340.0,TA,TA,Slab,,1040,0,0,2,0,2,TA,Typ,0,,Detchd,400,TA,Y,5,2006,WD,Normal,87500
344,8849,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,CompShg,MetalSd,MetalSd,616.0,Ex,TA,PConc,Unf,1684,0,0,2,0,2,Ex,Typ,1,Ex,Attchd,564,TA,Y,7,2008,WD,Normal,266000
345,2592,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,BLQ,1112,0,0,1,1,3,TA,Typ,0,,Attchd,336,TA,Y,4,2010,WD,Normal,85000
346,6435,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Unf,1577,0,0,1,0,3,Fa,Typ,1,Gd,Detchd,312,TA,Y,10,2006,WD,Normal,140200
347,12772,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,Unf,958,0,0,1,0,2,TA,Typ,0,,Attchd,301,TA,Y,4,2007,WD,Normal,151500
348,17600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,CompShg,Wd Sdng,Wd Sdng,30.0,TA,TA,CBlock,Unf,1478,1,0,2,0,3,TA,Typ,2,Gd,Attchd,498,TA,Y,12,2009,WD,Normal,157500
349,2448,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,CompShg,VinylSd,Wd Shng,106.0,Gd,TA,PConc,Unf,1626,1,0,2,1,2,Gd,Typ,0,,BuiltIn,474,TA,Y,10,2008,WD,Normal,154000
350,20431,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,CompShg,CemntBd,CmentBd,870.0,Ex,TA,PConc,Unf,2728,1,0,2,1,4,Ex,Typ,2,Ex,Attchd,706,TA,Y,4,2006,New,Partial,437154
351,7820,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,CompShg,MetalSd,MetalSd,362.0,Ex,TA,PConc,Unf,1869,0,0,2,0,2,Ex,Typ,1,Gd,Attchd,617,TA,Y,12,2007,New,Partial,318061
352,5271,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Unf,1453,1,0,1,1,2,Gd,Typ,1,TA,Attchd,445,TA,Y,12,2006,WD,Abnorml,190000
